DOC_DATE_SCALED,DOC_ID_SCALED,AUCTION_ID_SCALED,BID_NAME_SCALED,ITEM_CAT,VENDOR_SCALED,WINNER,QUANTITY_SCALED,PRICE_SCALED
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",, a a Schreiber Foods International Ambrosia ,,5000,26.95
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",, Jake's Finer Foods Celebrity ,,5000,29.95
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",, a d Churchfield Trading Company OUR HOUSE OHP,,5000,30.97
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",," Shaver Foods, LLC Del Monte ",,5000,35.39
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",," Braun Beef Co., Inc. Del Monte ",,5000,37.91
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,37,"54571 - Peaches, Sliced, Canned",, Churchfield Trading Company DEL MONTE ,,5000,38.87
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,38,"Peaches, Sliced, Frozen",,J.R. Simplot Company Simplot Classic ,,100,37.46
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,38,"Peaches, Sliced, Frozen",, Wawona Frozen Foods Wawona ,,100,19.02
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",,"Atlantic Beverage Company, LLC Sunfield ",,1200,19.56
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",, a Schreiber Foods International Ambrosia ,,1200,25.4
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",, a Churchfield Trading Company Our House OHPR,,1200,25.75
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",, Jake's Finer Foods Celebrity ,,1200,27
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",, Neil Jones Food Company Oregon Trails ,,1200,34.06
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",," Braun Beef Co., Inc. Del Monte ",,1200,37.39
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",," Shaver Foods, LLC Del Monte ",,1200,37.59
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,39,"54581 - Pears, Diced, Canned",, Churchfield Trading Company Del Monte ,,1200,38.34
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,40,"18120 - Peas, Green, Frozen, Bulk",,J.R. Simplot Company Simplot ,,50,15.96
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,40,"18120 - Peas, Green, Frozen, Bulk",, Jake's Finer Foods Simplot ,,50,16.86
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,40,"18120 - Peas, Green, Frozen, Bulk",," Braun Beef Co., Inc. Inn ",,50,17.92
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,40,"18120 - Peas, Green, Frozen, Bulk",, Labatt Food Service Garden Fresh ,,50,20.1
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,41,"55566 - Peppers, Chipotle in Adobo Sauce, Canned `",,Schreiber Foods International Ambrosia ,,50,45.25
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,42,"55560 - Peppers, Green Chiles, Diced, Canned",,"Braun Beef Co., Inc. Las Palmas ",,50,42.54
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,42,"55560 - Peppers, Green Chiles, Diced, Canned",," ConAgra Foods, Inc. Rosarita ",,50,58.41
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,42,"55560 - Peppers, Green Chiles, Diced, Canned",, Labatt Food Service Rosarita ,,50,61.29
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",,Jake's Finer Foods Casa Diva ,,800,19.1
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",," a Atlantic Beverage Company, LLC Sunfield ",,800,19.95
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",, a Schreiber Foods International Ambrosia ,,800,22.75
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",, a Labatt Food Service Lacomadre NG,,800,24.82
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",," a Braun Beef Co., Inc. Ortega ",,800,30.58
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,43,"55201 - Peppers, Jalapenos, Sliced, Canned",," ConAgra Foods, Inc. Rosarita ",,800,45.64
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,44,"54043 - Pimentos, Diced, Canned",,"Atlantic Beverage Company, LLC Sunfield ",,100,23.17
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,44,"54043 - Pimentos, Diced, Canned",, a Labatt Food Service Moody DNBR ,,100,34.77
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,45,"54590- Pineapple Juice, Canned",,Labatt Food Service Dole ,,50,21.51
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",,Labatt Food Service Gift of Nature ,,400,25.82
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",, b f Schreiber Foods International Ambrosia ,,400,26.75
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",," Braun Beef Co., Inc. Del Monte ",,400,28.04
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",," b d Atlantic Beverage Company, LLC Sunfield ",,400,28.28
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",, Churchfield Trading Company Del Monte ,,400,31.32
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,46,"54600 - Pineapple, Tidbits, Canned",, b Jake's Finer Foods Celebrity ,,400,32.3
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,47,"18079 - Plantains, Pre-Cooked, Frozen",,"Braun Beef Co., Inc. Big Banana SB",,500,24.61
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,47,"18079 - Plantains, Pre-Cooked, Frozen",, Jake's Finer Foods Big Banana SB,,500,24.84
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,48,"18077 - Potatoes, Frozen, Mashed",,J.R. Simplot Company Simplot Classic ,,100,17.7
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,48,"18077 - Potatoes, Frozen, Mashed",," McCain Foods USA, Inc. McCain ",,100,22.52
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,48,"18077 - Potatoes, Frozen, Mashed",, Jake's Finer Foods Simplot Classic ,,100,24.15
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",,Idaho Pacific Chef Masters ,,1500,38.95
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, Idaho Pacific Idaho Pacific ,,1500,38.95
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, Churchfield Trading Company Idaho Pacific ,,1500,41.56
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, Labatt Food Service Pearls ,,1500,45.58
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, Jake's Finer Foods Basic American ,,1500,46.59
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, Jake's Finer Foods Idahoan ,,1500,42.09
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,49,"55570 - Potatoes, Instant Dehydrated, Complete, Low Sodium",, US Foods Basic American ,,1500,45.53
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,50,"55582 - Potatoes, Sweet, Canned",,Schreiber Foods International Ambrosia ,,250,24.5
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,50,"55582 - Potatoes, Sweet, Canned",," a Atlantic Beverage Company, LLC Sunfield ",,250,25.39
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,50,"55582 - Potatoes, Sweet, Canned",, a Labatt Food Service Hanover ,,250,30.35
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,50,"55582 - Potatoes, Sweet, Canned",, b Jake's Finer Foods Princella ,,250,34.38
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",,J.R. Simplot Company Simplot ,,12000,13.63
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",," McCain Foods USA, Inc. McCain MCF",,12000,20.1
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",," McCain Foods USA, Inc. McCain MCF",,12000,20.1
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",, Jake's Finer Foods Simplot ,,12000,21.99
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",, Labatt Food Service Simplot ,,12000,22.2
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,51,"18080 - Potatoes, Sweet, Fries",, US Foods Simplot ,,12000,24.48
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,52,"Potatoes, Spiral Cut Fries, Seasoned",,J.R. Simplot Company Simplot ,,2000,23.53
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,52,"Potatoes, Spiral Cut Fries, Seasoned",, Labatt Food Service Lambweston D,,2000,26.28
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,52,"Potatoes, Spiral Cut Fries, Seasoned",," McCain Foods USA, Inc. McCain MCL",,2000,24.03
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,52,"Potatoes, Spiral Cut Fries, Seasoned",," McCain Foods USA, Inc. McCain ",,2000,24.27
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,52,"Potatoes, Spiral Cut Fries, Seasoned",, Jake's Finer Foods Simplot ,,2000,31
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,53,"18091 - Potatoes, Wedges, Seasoned",,J.R. Simplot Company Simplot ,,12000,19.63
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,53,"18091 - Potatoes, Wedges, Seasoned",, Labatt Food Service Lambweston C,,12000,27.21
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,53,"18091 - Potatoes, Wedges, Seasoned",," McCain Foods USA, Inc. McCain ",,12000,28.74
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,55,"54625 - Raisins, Bulk",,Labatt Food Service Sund/Thompson ,,25,50.01
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,55,"54625 - Raisins, Bulk",, Sun-Maid Growers of California Sun-Maid ,,25,65.53
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",,Churchfield Trading Company Lion N,,5000,22.41
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",," National Food Group, Inc. Zee Zees ",,5000,28
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",, Labatt Food Service Oceanspray ,,5000,43.31
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",," Back To Basics Foods, LLC (JNS Foods, LLC) Prize ",,5000,34.27
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",, Sun-Maid Growers of California Sun-Maid ,,5000,34.32
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",," Back To Basics Foods, LLC (JNS Foods, LLC) Prize ",,5000,40.75
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,57,"54622 - Raisins and/or Dried Fruit, Individual Boxes",," Back To Basics Foods, LLC (JNS Foods, LLC) Prize ",,5000,42.75
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,58,"15090 - Slush, 100% Juice Pouch",,Cool Tropics TX Grown Farm to School ,,5000,21.5
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,58,"15090 - Slush, 100% Juice Pouch",, Cool Tropics ,,5000,17.1
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,58,"15090 - Slush, 100% Juice Pouch",, Cool Tropics ,,5000,20.05
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,58,"15090 - Slush, 100% Juice Pouch",, Cool Tropics Welch's ,,5000,22.25
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,59,"54631 - Snack, Dried Fruit Chips - IW",,"Tree Top, Inc. TreeTop ",,6500,30.58
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,62,"Strawberries, Sliced, Frozen",,Jake's Finer Foods Packer ,,1500,38.42
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,62,"Strawberries, Sliced, Frozen",, b Wawona Frozen Foods Wawona ,,4500,20.64
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,62,"Strawberries, Sliced, Frozen",, Labatt Food Service Chef Cuts ,,4500,22.63
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,63,"55590 - Tomato, Crushed, Canned",,Neil Jones Food Company San Benito ,,100,19.23
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,63,"55590 - Tomato, Crushed, Canned",," a Atlantic Beverage Company, LLC Bella Vista F",,100,21.77
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,63,"55590 - Tomato, Crushed, Canned",," a ConAgra Foods, Inc. Angela Mia ",,100,23.22
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,64,"55591 - Tomato, Crushed - 55 Gallon Drum",,Neil Jones Food Company TomaTek ,,350,278.25
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,65,"55600 - Tomato, Diced, Canned",,Neil Jones Food Company San Benito Foods ,,500,18.68
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,65,"55600 - Tomato, Diced, Canned",," a Red Gold, LLC (Calfed Financial Corporation) Redpack RPKBQ",,500,20.09
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,65,"55600 - Tomato, Diced, Canned",, f Jake's Finer Foods Heinz ,,500,20.28
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,65,"55600 - Tomato, Diced, Canned",," b ConAgra Foods, Inc. Angela Mia ",,500,24.54
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,66,"Tomato, Diced - 55 Gallon Drum",,Neil Jones Food Company TomaTek ,,10,197.4
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,67,"55610 - Tomato, Paste, Canned",,Neil Jones Food Company Old California ,,100,27
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,67,"55610 - Tomato, Paste, Canned",, Neil Jones Food Company San Benito ,,100,27.73
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,67,"55610 - Tomato, Paste, Canned",," Red Gold, LLC (Calfed Financial Corporation) Redpack RPKUA",,100,32.61
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,68,"55620 - Tomato, Sauce, Canned",,Neil Jones Food Company San Benito ,,1000,17.98
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,68,"55620 - Tomato, Sauce, Canned",," a Red Gold, LLC (Calfed Financial Corporation) Vine Ripe VINHM",,1000,18.34
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,68,"55620 - Tomato, Sauce, Canned",," f Atlantic Beverage Company, LLC Bella Vista F",,1000,20.99
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,69,"55621 - Tomato, Sauce - 55 Gallon Drum",,Neil Jones Food Company TomaTek ,,10,249.6
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,70,"18085 - Vegetables, Asian-Style, Frozen - Bulk",,J.R. Simplot Company Simplot Classic ,,100,34.41
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,70,"18085 - Vegetables, Asian-Style, Frozen - Bulk",, Jake's Finer Foods Simplot Classic ,,100,36.45
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,71,"18090 - Vegetables, California Blend, Frozen - Bulk",,"Braun Beef Co., Inc. Inn ",,800,15.83
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,71,"18090 - Vegetables, California Blend, Frozen - Bulk",," Shaver Foods, LLC Inn ",,800,16.28
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,71,"18090 - Vegetables, California Blend, Frozen - Bulk",, J.R. Simplot Company Simplot Daily Pick ,,800,18.96
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,71,"18090 - Vegetables, California Blend, Frozen - Bulk",, Jake's Finer Foods Simplot Daily Pick ,,800,19.8
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,72,"18095 - Vegetables, Fajita Blend - Frozen",,J.R. Simplot Company Simplot Classic ,,100,27.21
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,72,"18095 - Vegetables, Fajita Blend - Frozen",, Labatt Food Service Stokely ,,100,25.65
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",,"Shaver Foods, LLC Inn ",,2000,24.84
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",, Labatt Food Service Garden Fresh ,,2000,27.69
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",, J.R. Simplot Company Simplt Classic ,,2000,28.25
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",, Jake's Finer Foods Simplt Classic ,,2000,28.85
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",, Jake's Finer Foods Asian Food Solutions MXDV,,3000,24.2
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,73,"18100 - Vegetables, Mixed, Frozen - 5 Way",, Churchfield Trading Company Inn ,,2000,30.63
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,74,"Vegetables, Pickled, Italian Mix - Shelf Stable",,Labatt Food Service Garden Fresh ,,100,22.4
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,75,"18111 - Zucchini, Sliced, Frozen",,"Braun Beef Co., Inc. Inn ",,300,27
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,75,"18111 - Zucchini, Sliced, Frozen",, b Labatt Food Service Garden Fresh ,,300,16.45
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,75,"18111 - Zucchini, Sliced, Frozen",, b J.R. Simplot Company Simplot Classic ,,300,22.89
"ne 1, 2020",uits and Vegetables for Nutrition Services Annual Contract #20-07-3550,75,"18111 - Zucchini, Sliced, Frozen",, Jake's Finer Foods Simplot Classic ,,300,24.02
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",,"Back To Basics Foods, LLC (JNS Foods, LLC) Mctrader ",,"16,000",11.5
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, a The Masters Distribution Systems Company Alpura Light ,,"16,000",12.57
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, a ES Foods ES Foods ,,"14,000",13.1
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, Revolution Foods Revolution Foods FG,,"16,000",14.85
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",," Gordon Food Service, Inc. ES Foods ",,"16,000",15.65
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, The Masters Distribution Systems Company YAY! ,,"16,000",16.47
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, Tools for Schools (Good Source Solutions) Yay! ,,"16,000",17.03
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",," Gordon Food Service, Inc. Hershey ",,"16,000",20.15
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,1,"Milk, Shelf Stable, 1% White, 8oz",, Hardies Fruit and Vegetable YAY! ,,"16,000",18.83
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,2,"Milk, Shelf Stable, Fat Free Chocolate, 8oz",,ES Foods ES Foods ,,"14,000",13.91
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,2,"Milk, Shelf Stable, Fat Free Chocolate, 8oz",, The Masters Distribution Systems Company YAY! ,,"7,000",16.47
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,2,"Milk, Shelf Stable, Fat Free Chocolate, 8oz",," Back To Basics Foods, LLC (JNS Foods, LLC) Revelry YAY! ",,"7,000",17.56
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,2,"Milk, Shelf Stable, Fat Free Chocolate, 8oz",," Gordon Food Service, Inc. Hershey ",,"7,000",20.15
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,2,"Milk, Shelf Stable, Fat Free Chocolate, 8oz",, Hardies Fruit and Vegetable YAY! ,,"7,000",19.33
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,3,"Milk, Shelf Stable, 1% White, 16oz",,"Back To Basics Foods, LLC (JNS Foods, LLC) McTrader ",,"8,000",15.3
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",,The Masters Distribution Systems Company Powerup PUB,,"10,000",39.24
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",52.75
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",52.75
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",52.75
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",52.75
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",, ES Foods ES Foods ,,"10,000",41.04
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",, ES Foods ES Foods ,,"10,000",34.2
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",, ES Foods ES Foods ,,"10,000",41.04
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",41.74
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",41.74
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Notables (MinMor Industries, LLC) Notables ",,"10,000",41.74
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",, The Masters Distribution Systems Company Powerup PUB-,,"10,000",60
"vember 11, 2020",elf Stable Milk and Meals for Nutrition Services Annual Contract #20-12-3590,5,"Meal Kit, Shelf Stable, Breakfast",," Cobal Food Services, LLC Cobal ",,"10,000",43.75
