Sales Code,Item No.,Mfg. Item No.,Brand,Description,Pack Size,Selling Price,Fee for Service,Category,Starting Date,Ending Date,Bid No.,Bid Line No.,Velocity,Price per Serving
COOP004,200720,31748,DORITOS,TORTILLA CHIP NACHO CHS RF WG,72/1OZ,34.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,141,A,0.481
COOP004,200724,36096,DORITOS,TORTILLA CHIP COOL RANCH RF WG,72/1OZ,34.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,143,A,0.481
COOP004,200726,36098,CHEETOS,CHILI CHEESE FANTASTIX WG,104/1OZ,49.98,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,138,W,0.481
COOP004,200728,36308,QUAKER,MUNCHIE MIX KID'S,104/.875OZ,50.01,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,126,C,0.481
COOP004,200730,42537,TOSTITOS,SCOOPS BAKED TOSTITO WG,72/.875OZ,32.83,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,163,B,0.456
COOP004,200760,44395,LAYS,BAKED BBQ POTATO CHIPS,64/1.125OZ,45.73,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,145,B,0.715
COOP004,200762,44396,LAYS,BAKED POTATO CHIPS,64/1.125OZ,45.73,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,146,B,0.715
COOP004,200766,44398,LAYS,BAKED SOUR CREAM & ONION,64/1.125OZ,45.73,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,147,D,0.715
COOP004,200784,44458,CHEETOS,BAKED FLAMIN HOT,64/1.5OZ,50.32,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,134,D,0.786
COOP004,200786,44459,CHEETOS,BAKED CRUNCHY,64/1.5OZ,50.32,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,133,D,0.786
COOP181,200834,11768,GENERAL MILLS,CEREAL CORN FLAKES FROSTED WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,607,B,0.34
COOP181,200838,11815,GENERAL MILLS,CEREAL CINN TOAST CRUNCH WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,600,A,0.34
COOP181,200840,11918,GENERAL MILLS,CEREAL HNY NUT CHEERIO BOWL WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,613,A,0.34
COOP181,200914,29444,GENERAL MILLS,BOWL 25% LSS CINN TST CRNCH WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,602,A,0.34
COOP004,201156,30100-01008,KEEBLER,ZESTA SALTINES IW,500/2PK,27.51,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,52,C,0.055
COOP181,201232,38000-26547,KELLOGGS,RICE KRISPIES TREAT IW,80/1.3OZ,40.49,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,664,C,0.506
COOP181,201302,789,KENS FOODS,DRESSING RANCH,4/1GAL,70.40,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,672,C,0.138
COOP181,201310,KE0789B3,KENS FOODS,DRESSING RANCH POUCH IW,60/1.5OZ,22.04,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,674,B,0.367
COOP004,201346,876840014200,CAPRI SUN,APPLE SPLASH 100% JUICE,40/6OZ,18.14,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,191,B,0.454
COOP004,201348,876840014400,CAPRI SUN,JUICE BERRY 100%,40/6OZ,18.53,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,192,B,0
COOP004,201350,876840014600,CAPRI SUN,FRUIT PUNCH DIVE 100% JUICE,40/6OZ,18.14,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,193,B,0
COOP105,201392,180,THE LANGLOIS COMPANY,IMITATION MAPLE SYRUP,4/1GAL,30.70,0.00,CONDIMENTS,07/01/23,06/30/24,2022-23-03-CN,47,D,0.48
COOP105,201400,103,THE LANGLOIS COMPANY,CHICKEN SOUP BASE,6/4LB,55.83,0.00,BASE,07/01/23,06/30/24,2022-23-03-CN,4,D,0
COOP181,201434,55500,LA TAPATIA,RECTANGLE TOSTADA BOWL 5.5,200CT,58.85,0.00,HISPANIC,07/01/23,06/30/24,09-22-23-FN,687,D,0.294
COOP181,201476,07812/02505,LA VICTORIA,RED ENCHILADA SAUCE,6/#10,52.33,0.00,CNND GOODS,07/01/23,06/30/24,09-22-23-FN,691,B,0.182
COOP105,201494,285202/80570,LAWRYS,DRY SLOPPY JOE MIX,6/15OZ,37.20,0.00,SEASONING,07/01/23,06/30/24,2022-23-03-CN,145,D,0.087
COOP105,201496,285394/80615,LAWRYS,DRY TACO SEASONING,6/22OZ,75.09,0.00,SEASONING,07/01/23,06/30/24,2022-23-03-CN,146,D,0.08
COOP004,201524,514150,MJM MARKETING,BITES VANILLA ALL SPORT WG IW,150/1OZ,39.57,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,76,B,0.264
COOP181,201526,524150,MJM MARKETING,BITES VANILLA DINO WG IW,150/1OZ,36.06,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,742,C,0.24
COOP181,201556,03915,MALT O MEAL,SM BOWL PK TSTED CINN TWIST WG,96/1OZ,24.04,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,705,B,0.25
COOP105,201560,05940,MALT O MEAL,LRG BOWL MARSHMALLOW MATEYS WG,48/2OZ,22.34,0.00,CEREAL,07/01/23,06/30/24,2022-23-03-CN,174,B,0.465
COOP181,201564,07485,MALT O MEAL,CINNAMON GRANOLA BULK PACK WG,4/50OZ,46.97,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,706,B,0.177
COOP105,201596,41464,MARZETTI COMPANY,SESAME ORIENTAL DRESSING,4/1GL,66.42,0.00,DRESSING,07/01/23,06/30/24,2022-23-03-CN,103,C,0.13
COOP105,201602,81290,MARZETTI COMPANY,SESAME ORIENTAL DRESSING IW,60/1.5OZ,17.34,0.00,DRESSING,07/01/23,06/30/24,2022-23-03-CN,109,B,0.289
COOP181,201604,81975,MARZETTI COMPANY,FF ITALIAN DRESSING IW,60/1.5OZ,12.95,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,715,D,0.216
100145,201608,81979,MARZETTI COMPANY,ITALIAN DRESSING IW,60/1.5OZ,18.23,0.00,DRESSING,08/15/23,06/30/24,,,C,0.304
COOP181,201612,81992,MARZETTI COMPANY,ORIGINAL RANCH DRESSING IW,120/1.5OZ,33.20,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,714,C,0.277
COOP181,201614,82000,MARZETTI COMPANY,CREAMY CAESAR DRESSING IW,60/1.5OZ,20.72,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,721,A,0.345
COOP105,201618,84258,MARZETTI COMPANY,DRESSING BALSAMIC IW,60/1.5OZ,16.38,0.00,DRESSING,07/01/23,06/30/24,2022-23-03-CN,110,C,0.273
COOP004,201670,6827493471,PURE LIFE,BOTTLE PURIFIED WATER LG BTL,24/16.9OZ,5.42,0.00,WATER,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,221,W,0.226
COOP004,201672,6827432228,PURE LIFE,BOTTLE PURIFIED WATER SM BTL,48/8OZ,9.37,0.00,WATER,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,222,B,0.195
COOP181,201872,7160370539,PORTION PAC,MUSTARD PACKETS IW,500/5.5GM,14.49,0.00,CONDIMENTS,07/01/23,06/30/24,09-22-23-FN,796,A,0.029
COOP181,201878,7160371396000,MADEIRA FARMS,SYRUP MAPLE CUPS IW,100/1.5OZ,17.39,0.00,CONDIMENTS,07/01/23,06/30/24,09-22-23-FN,704,A,0.174
COOP105,201892,7160372157000,PORTION PAC,MAYONNAISE PACKETS IW,200/9GM,12.02,0.00,CONDIMENTS,07/01/23,06/30/24,2022-23-03-CN,75,A,0.06
COOP105,201896,7160372281000,PORTION PAC,DRESSING BUTTERMILK RANCH,200/12GM,10.90,0.00,DRESSING,07/01/23,06/30/24,2022-23-03-CN,114,A,0.055
COOP105,201898,7160372294500,TASTE PLEASER GOURMET,DRSSG BUTTERMILK RANCH CUPS IW,100/1OZ,14.43,0.00,DRESSING,07/01/23,06/30/24,2022-23-03-CN,108,C,0.144
COOP181,201910,7160374157000,PORTION PAC,TACO SAUCE PACKETS IW,200/9GM,10.24,0.00,SAUCES,07/01/23,06/30/24,09-22-23-FN,793,B,0.051
100145,201994,493241/74470,SUGAR FOODS,CUBE SEASONED CROUTONS IW,250/.25OZ,23.64,0.00,BAKERY,08/15/23,06/30/24,,,B,0.095
COOP105,202002,2OC15,PACIFIC SPICE,DEHYDRATED CHOPPED ONION,15LB,92.98,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,139,C,0
COOP105,202012,PARF6I,PACIFIC SPICE,PARSLEY FLAKES,12OZ,15.18,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,143,C,0
COOP105,202016,PEPBG6I,PACIFIC SPICE,GROUND BLACK PEPPER,5LB,38.11,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,144,C,0
COOP105,202030,CHILPWD6I,PACIFIC SPICE,SPICE CHILI POWDER DARK,5LB,42.12,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,131,C,42.12
COOP105,202032,CIG6I,PACIFIC SPICE,GROUND CINNAMON,5LB,42.48,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,132,C,0
COOP105,202033,CUMG12I,PACIFIC SPICE,CUMIN SEED GROUND,1LB,8.06,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,133,C,0
COOP105,202040,1GP121,PACIFIC SPICE,DOMESTIC GARLIC POWDER,1LB,10.31,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,136,W,0
COOP105,202046,ITG12I,PACIFIC SPICE,GROUND ITALIAN SEASONING,1LB,7.94,0.00,SEASONING,07/01/23,06/30/24,2022-23-03-CN,137,D,0
COOP105,202052,2OP12125,PACIFIC SPICE,ONION POWDER,1.25LB,9.51,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,140,C,0
COOP105,202072,PAPC12I,PACIFIC SPICE,DOMESTIC PAPRIKA,1LB,9.35,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,142,C,0
COOP105,202074,ORMEDI6I,PACIFIC SPICE,OREGANO FLAKES,24OZ,16.98,0.00,SPICES,07/01/23,06/30/24,2022-23-03-CN,141,C,0
COOP105,202096,400846/22021,VEGALENE,PAN COATING AEROSOL,6/21OZ,32.24,0.00,BAKING NDS,07/01/23,06/30/24,2022-23-03-CN,35,W,0.002
COOP004,202124,32481/235105,GATORADE,COOL BLUE RASPBERRY,24/20OZ,34.40,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,181,D,1.433
COOP004,202130,32866,GATORADE,FRUIT PUNCH,24/20OZ,34.40,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,182,D,1.433
COOP004,202134,32868,GATORADE,LEMON LIME,24/20OZ,34.40,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,183,D,0
COOP004,202144,75715,TROPICANA,100% ORANGE JUICE,24/10OZ,25.54,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,206,D,1.064
COOP181,202150,417416104/346790,FRANKS RED HOT,SAUCE RED HOT BUFFALO WING,4/1GL,78.92,0.00,SAUCES,07/01/23,06/30/24,09-22-23-FN,588,C,0.077
COOP105,202268,7788500193,TAPATIO,HOT SAUCE PACKETS,500/7GR,35.61,0.00,CONDIMENTS,07/01/23,06/30/24,2022-23-03-CN,82,A,0.071
COOP181,202314,14374,HIDDEN VALLEY,LIGHT RANCH DRESSING CUPS IW,160/1OZ,37.95,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,636,B,0.237
COOP181,202364,31125,WARNOCK,TORTILLA CHIPS RND NO SALT IW,100/2OZ,39.14,0.00,CHIPS,07/01/23,06/30/24,09-22-23-FN,919,C,0.391
COOP004,202527,49093,DORITOS,CHIPS SPICY SWEET CHILI RF WG,72/1OZ,34.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,142,B,0.481
COOP004,202529,43578,CHEETOS,FANTASTIX FLAMIN' HOT WG,104/1OZ,50.01,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,139,C,0.481
COOP105,202533,0120,KIKKOMAN INTERNATIONAL,LITE SOY SAUCE PACKETS,200/6ML,12.43,0.00,CONDIMENTS,07/01/23,06/30/24,2022-23-03-CN,78,C,0.062
COOP105,202545,93873171/10108855,BOGHOSIAN,SEEDLESS RAISIN,144/1.5OZ,38.21,0.00,SNACKS,07/01/23,06/30/24,2022-23-03-CN,44,C,0.265
COOP004,202576,13001,COOL TROPICS,JUICE COOL BLUE RAZZ 100%,60/4OZ,29.08,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,212,C,0.485
COOP004,202579,12004-R4,COOL TROPICS,JUICE SLUSH PARADISE PUNCH,60/4OZ,29.08,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,210,D,0.485
COOP004,202601,56071,J & J SNACK FOODS,51% HONEY BELLY BEARS WG,200/1OZ,36.65,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,64,C,0.183
COOP181,202616,377789/64962,KRAFT HEINZ FOODS CO,FF RANCH DRESSING POUCH,200/.44OZ,39.82,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,682,D,0.199
COOP181,202676,30100-50689,KEEBLER,SCOOBY DOO GRAHAM STIX IW,210/1OZ,55.81,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,660,B,0.266
COOP181,202681,16000-11866,GENERAL MILLS,HONEY NUT CHEX CEREAL,96/1.13OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,598,C,0.34
COOP004,202696,36445,SUN CHIPS,CHIPS MULTIGRN GARDEN SALSA WG,104/1OZ,50.01,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,160,B,0.481
COOP181,202706,130009868000,KRAFT HEINZ FOODS CO,TACO SAUCE HOT SS,500/9GM,31.85,0.00,SAUCES,07/01/23,06/30/24,09-22-23-FN,680,C,0.064
COOP004,202712,38000-51109,KELLOGGS,MINI RICE KRISPIE TREAT IW,600/.39OZ,116.65,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,116,D,0.194
COOP105,202713,3890000553,DOLE,PINEAPPLE TIDBITS IN JUICE,6/#10,57.75,0.00,CNND GOODS,09/05/23,06/30/24,,,W,0.385
COOP004,202732,056070,J & J SNACK FOODS,BELLY BEARS CHOCOLATE 51% WG,200/1OZ,36.65,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,62,C,0.183
COOP004,202733,056072,J & J SNACK FOODS,BELLY BEARS CINNAMON 51% WG,200/1OZ,36.65,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,63,C,0.183
COOP004,202761,15940,ROLD GOLD,PRETZELS HEARTZELS WG,104/.70OZ,47.43,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,84,B,0.456
COOP181,202826,130075,MARZETTI COMPANY,GARLIC & BUTTER CROUTONS,4/40OZ,44.29,0.00,BAKERY,07/01/23,06/30/24,09-22-23-FN,713,C,0.068
COOP181,202827,30100-55644,KEEBLER,CINNAMON GRAHAM BUG BITE IW,210/1OZ,55.81,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,663,C,0.266
COOP004,202835,38000-55130,KELLOGGS,POPTART STRAWBRY FRSTD 1 CT WG,120/1.76OZ,50.98,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,28,B,0.425
COOP004,202836,38000-55125,KELLOGGS,POPTART CINN FROSTED 2CT WG IW,72/3.53OZ,43.79,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,27,B,0.608
COOP004,202837,38000-55133,KELLOGGS,POPTART STRWBRRY 2CT WG IW,72/3.53OZ,43.79,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,29,B,0.608
COOP004,202861,31182,QUAKER,CHEWY CHOC CHIP GRANOLA BAR,96/.84OZ,43.10,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,20,C,0.449
COOP004,202878,11152,SUN CHIPS,MULTIGRAIN HARVEST CHEDDAR WG,104/1OZ,50.01,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,161,B,0.481
COOP004,202883,570150,MJM MARKETING,BITES MAPLE SUNRISE WG IW,150/1OZ,40.96,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,75,C,0.273
COOP004,202891,33627,LAYS,BAKED SOUR CREAM & ONION,60/.875OZ,28.85,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,151,C,0.481
COOP004,202892,32078,LAYS,BAKED BBQ,60/.875OZ,28.85,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,148,B,0.481
COOP004,202893,33625,LAYS,OVEN BAKED POTATO CRISPS REG,60/.875OZ,28.85,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,149,B,0.481
COOP105,202913,549548/V419-AL190,KENT PRECISION FOOD GROUP,SEASONING MIX MEXICAN RICE,6/11OZ,30.05,0.00,RICE,07/01/23,06/30/24,2022-23-03-CN,138,D,5.008
COOP004,202937,770100,MJM MARKETING,BITES MAPLE SUNRISE WG IW,100/2OZ,44.43,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,74,C,0.444
COOP004,202968,38000-59779,KELLOGGS,NUTRI-GRAIN APPLE CINN BAR IW,96/1.55OZ,41.32,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,8,D,0.43
COOP004,202971,38000-59772,KELLOGGS,NUTRI-GRAIN STRAWBERRY BAR IW,96/1.55OZ,41.32,0.00,BREAKFAST,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,9,C,0.43
COOP181,203003,16000-27111-8,NATURE VALLEY,OATS & HONEY GRANOLA CEREAL,4/50OZ,60.59,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,765,B,15.148
COOP105,203005,3520026225,RICELAND,PARBOILED BROWN RICE,25LB,23.48,0.00,RICE,07/01/23,06/30/24,2022-23-03-CN,67,C,0.091
COOP004,203017,402001,MJM MARKETING,GRAHAMS CHOCOLATE BEAR WG IW,300/1OZ,60.40,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,73,B,0.201
COOP181,203018,403001,MJM MARKETING,GRAHAMS APPLE CINN BEAR WG IW,300/1OZ,55.05,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,738,B,0.184
COOP004,203019,404001,MJM MARKETING,GRAHAMS VANILLA BEAR WG IW,300/1OZ,60.40,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,80,B,0.201
COOP004,203026,039085,J & J SNACK FOODS,CRACKERS JUNGLE 51% WG,200/1OZ,36.65,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,51,B,0.183
COOP105,203029,950010,GOSSNER,FAT FREE CHOCOLATE MILK,27/8OZ,13.45,0.00,DAIRY,07/01/23,06/30/24,2022-23-03-CN,56,C,0.498
COOP181,203044,83984,MARZETTI COMPANY,RANCH DRESSING CUPS,120/1OZ,24.04,0.00,DRESSING,07/01/23,06/30/24,09-22-23-FN,719,A,0.2
COOP004,203084,57071,SMART FOODS,SNACKS ABC CINNAMON WG,200/1OZ,54.50,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,43,D,0.273
COOP004,203094,57072,SMART FOODS,GRHM CRACKER SPORT CINN WG IW,200/1OZ,54.50,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,45,D,0.273
COOP181,203119,31888,GENERAL MILLS,BWLPK 25% LSS SUG COCOA PFS WG,96/1.06OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,606,A,0.34
COOP181,203123,31915,GENERAL MILLS,BAR CEREAL TRIX IW,96/1.42OZ,37.63,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,611,B,0.392
COOP181,203125,31917,GENERAL MILLS,BOWL PAK LUCKY CHARMS WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,612,B,0.34
COOP181,203127,31921,GENERAL MILLS,RICE CHEX BOWLPAK,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,599,B,0.34
COOP181,203128,31922,GENERAL MILLS,BOWL PAK 25% LSS SUGAR TRIX WG,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,610,B,0.34
COOP004,203130,31932,GENERAL MILLS,SIMPLY CHEX SNACK CHEDDAR WG,60/.92OZ,32.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,122,C,0.544
COOP004,203131,31933,GENERAL MILLS,SIMPLY CHEX CHC CARAMEL MX WG,60/1.03OZ,32.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,123,D,0.544
COOP004,203133,31937,GENERAL MILLS,SIMPLY CHEX STRBRY YGRT MIX WG,60/1.03OZ,32.61,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,124,B,0.544
COOP181,203134,32263,GENERAL MILLS,MULTIGRAIN CHEERIOS BOWLPAK GF,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,603,B,0.34
COOP181,203135,45576,GENERAL MILLS,BAR CEREAL CINN TOAST CRNCH IW,96/1.42OZ,37.63,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,609,B,0.392
COOP181,203136,45577,GENERAL MILLS,BAR CEREAL COCOA PUFFS IW,96/1.42OZ,37.63,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,604,B,0.392
COOP004,203137,24100-79263,KELLOGGS,CRACKER CHEEZ-IT WG IW,175/.75OZ,43.73,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,53,A,0.25
COOP004,203141,308151,MJM MARKETING,GRAHAMS CINNAMON WG IW,150/3PK,34.15,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,77,C,0.228
COOP181,203149,38000-78787,KELLOGGS,CEREAL BOWL APPLE JACKS RS WG,96/1OZ,31.58,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,665,B,0.329
COOP181,203150,38000-78788,KELLOGGS,CEREAL BOWL FROOT LOOPS RS WG,96/1OZ,31.58,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,666,A,0.329
COOP181,203154,30100-91822,KEEBLER,HONEY GRAHAM IW,150/.78OZ,30.36,0.00,SNACKS,07/01/23,06/30/24,09-22-23-FN,661,B,0.202
COOP181,203160,32262,GENERAL MILLS,CHEERIOS BOWLPAK,96/1OZ,32.61,0.00,CEREAL,07/01/23,06/30/24,09-22-23-FN,597,B,0.34
COOP105,203173,08676,MALT O MEAL,LARGE BOWLPAK HONEY SCOOTER WG,48/2OZ,22.34,0.00,CEREAL,07/01/23,06/30/24,2022-23-03-CN,173,B,0.465
COOP004,203217,21910,CHEETOS,CHEETOS PUFFS RF WG,72/.7OZ,34.61,0.00,CHIPS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,137,B,0.481
COOP004,203250,803155,MJM MARKETING,CRACKER BITE SAVORY HERB WG IW,155/1OZ,44.33,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,54,C,0.286
COOP004,203251,804155,MJM MARKETING,CRACKER BITES SAVORY PZZ WG IW,155/1OZ,44.33,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,55,C,0.286
COOP004,203259,57075,SMART FOODS,CRACKERS 51% HEART CINNAMON WG,200/1OZ,54.50,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,60,D,0.273
COOP004,203263,7220210,AZAR NUT COMPANY,HONEY ROASTED SUNFLOWER KERNEL,150/1OZ,49.98,0.00,NUTS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,102,B,0.333
COOP004,203266,31971,QUAKER,EXPRESS CUP OATMEAL MAPLE BRW,24/1.69OZ,37.25,0.00,CEREAL,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,25,D,1.552
COOP004,203299,12203,GATORADE,G2 GRAPE,24/12OZ,18.48,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,179,C,0.77
COOP004,203300,12006,GATORADE,G2 GLACIER FREEZE,24/12OZ,18.48,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,178,C,0.77
COOP004,203301,12202,GATORADE,G2 FRUIT PUNCH,24/12OZ,18.48,0.00,BEVERAGE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,177,C,0.77
COOP004,203312,84530TPF,APPLE AND EVE,JUICE FRUITBLS PWR PUNCH PLUS,36/6.75OZ,15.15,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,189,C,0.421
COOP004,203313,84529TPF,APPLE AND EVE,JUICE FRUITBLS TRPCAL TWST PLU,36/6.75OZ,15.15,0.00,JUICE,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,190,C,0.421
COOP004,203316,38000-11052,KELLOGGS,RICE KRISPIES TREAT WG IW,80/1.41OZ,44.43,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,117,B,0.555
COOP004,203321,408001,MJM MARKETING,GRAHAMS MAPLE WAFFLE WG IW,300/1OZ,60.40,0.00,SNACKS,07/01/23,06/30/24,RFP 22-23-04 SNACK FOODS & BEV,79,C,0.201
COOP105,203322,561893/92109,DAKOTA GROWERS,ELBOW MACARONI 51% WG,2/10LB,20.78,0.00,PASTA,07/01/23,06/30/24,2022-23-03-CN,60,C,10.39
COOP105,203332,74627/595447,SUGAR FOODS,CROUTONS CHEESE GARLIC WG IW,250/.5OZ,35.10,0.00,CONDIMENTS,07/01/23,06/30/24,2022-23-03-CN,22,B,0.14
COOP105,203340,179918/F8881160,RYT-WAY PRODUCTS,INSTANT NF DRY MILK CRYSTALS,6/5LB,232.53,0.00,DAIRY,07/01/23,06/30/24,2022-23-03-CN,55,D,0.388
